Sno,Weight
0,-0.0040918146
1,-0.008468241
2,-0.016649878
3,-0.0106730955
4,-0.003655856
5,0.0057112076
6,-0.00314655
7,0.00043052825
8,0.0036486702
9,-0.008246714
10,-0.016705345
11,0.013666345
12,0.006614085
13,-0.008931184
14,0.0018438526
15,-0.0074030496
16,0.018026827
17,-0.014815441
18,-0.01552558
19,0.0043059126
20,0.013599345
21,0.0075441357
22,0.009474604
23,0.01250406
24,-0.00089491415
25,-0.008639804
26,-0.0061829663
27,-0.0020104654
28,0.0038468293
29,-0.0051952396
30,-0.0045357165
31,0.0030970357
32,0.0006609078
33,-0.008597591
34,0.0010833485
35,0.016023217
36,-0.0076409327
37,-0.014713843
38,-0.015092221
39,0.016685007
40,0.0018457661
41,-5.2791394e-05
42,-0.007773121
43,-0.004878717
44,0.008777618
45,-0.012916802
46,-0.01257654
47,0.0024063278
48,0.007916585
49,-0.0025034314
50,0.0019744665
51,-0.001968522
52,0.018448919
53,0.008449026
54,-0.007981312
55,-0.0046166913
56,0.0071747005
57,-0.010349218
58,0.004121633
59,0.018847853
60,0.0007284436
61,0.00848502
62,-0.0046387864
63,-0.001823232
64,-0.00012449638
65,0.0027848405
66,-0.012151005
67,0.010989157
68,0.009298245
69,-0.016149485
70,-0.003217671
71,-0.0058030398
72,0.005282105
73,0.0065103783
74,0.0058385357
75,0.008541513
76,-0.0115043465
77,-0.005895068
78,0.012622188
79,0.005468649
80,0.0077106166
81,-0.010786795
82,0.018364962
83,-0.012238747
84,0.0020252515
85,0.013747561
86,-0.00105186
87,0.013598138
88,0.016056199
89,-0.004810921
90,0.009962986
91,0.0047199503
92,-0.011577232
93,-0.007009598
94,-0.00408932
95,0.000926523
96,-0.011310583
97,0.010959298
98,0.0047016125
99,0.011580956
100,0.007275621
101,-0.008757429
102,-0.0017575389
103,0.0089570265
104,0.0033008545
105,0.0044966345
106,0.0008182753
107,0.013550419
108,0.017790304
109,-0.0086002145
110,0.0044679255
111,-0.004778381
112,0.0097961
113,0.013952433
114,-0.003809668
115,-0.007923017
116,-0.0021519943
117,0.0020195618
118,-0.0017155412
119,0.007953964
120,-0.002323347
121,0.0021422782
122,0.011334286
123,0.005099627
124,0.0030410734
125,-0.003162113
126,-0.0066505806
127,-0.003290272
128,0.0077012535
129,0.0020419597
130,0.0007188547
131,-0.001433286
132,0.00088532944
133,0.004691307
134,-0.005321985
135,0.015907345
136,0.00922355
137,0.0026751691
138,-0.007678774
139,0.000613683
140,-0.0038189737
141,-8.502089e-05
142,0.0027609265
143,-0.0012924152
144,0.0013831749
145,-0.0015762293
146,-0.0045155766
147,-0.00941985
148,0.010752848
149,0.0051095416
150,0.0005132414
151,-0.01929569
152,0.0025404696
153,0.0037637756
154,-0.012399394
155,0.0025333671
156,0.016035885
157,0.01528921
158,0.012272144
159,0.004724218
160,0.0034708327
161,0.0012775726
162,0.009881165
163,-0.016682072
164,-0.00054112606
165,0.002543268
166,0.0056325127
167,-0.019716734
168,0.0060450644
169,0.0067502763
170,0.005643378
171,-0.0026850074
172,-0.013708444
173,-0.004639
174,0.006906773
175,-0.011056235
176,0.0015451164
177,0.008036224
178,0.0031659482
179,-0.0040515894
180,0.009549893
181,-0.019059084
182,0.006138258
183,-0.012377407
184,0.0046992637
185,0.014142078
186,0.014874871
187,-0.0028324984
188,0.0044225655
189,-0.019217037
190,0.0046880348
191,0.00424935
192,0.00484613
193,-0.0027173825
194,8.4907715e-06
195,-0.004843376
196,0.004824915
197,0.0053164284
198,-0.008210592
199,-0.01947749
200,-0.005988841
201,0.0076808557
202,-0.0048034876
203,0.008717553
204,-0.0052441717
205,0.0013225767
206,0.00016262894
207,-0.008200406
208,-0.00010511616
209,-3.3825367e-05
210,0.0029410634
211,0.019493278
212,-0.0003670334
213,0.0057741585
214,-0.017809765
215,-0.005626477
216,-0.00072705146
217,-0.00933595
218,-0.0039559756
219,0.0069678933
220,-0.009705189
221,0.005369231
222,-0.008272883
223,0.0083524985
224,0.006362734
225,0.0012945632
226,0.003983885
227,0.013236007
228,0.014547048
229,-0.0012946584
230,-0.005935504
231,-0.008270831
232,0.009073269
233,0.004641713
234,-0.0056041325
235,0.0059058517
236,0.010932711
237,0.0010847865
238,0.0015054441
239,0.014156566
240,0.0006069797
241,0.003597516
242,0.013307768
243,-0.0010180222
244,0.01060853
245,-0.004918103
246,0.014798128
247,0.0036059485
248,-0.010048015
249,0.0026561033
250,0.009455664
251,-0.018768173
252,-0.010583399
253,-0.00021840185
254,-0.0010097838
255,0.019457486
256,-0.010590296
257,-0.0033305925
258,-0.005792636
259,0.0010151777
260,0.0024746761
261,-0.018879684
262,-0.009366778
263,-0.009718392
264,-0.019989666
265,-0.017634932
266,-0.0024181514
267,-0.011001543
268,0.0043959515
269,0.0062329727
270,0.0017237175
271,0.015783545
272,0.005708038
273,0.0112376325
274,-0.008360229
275,-0.00034785483
276,-0.0027338117
277,-0.00857162
278,0.003763396
279,0.015510899
280,-0.010392029
281,-0.0043640644
282,0.002424965
283,0.0010555882
284,-0.008460272
285,0.006125661
286,-0.009574209
287,-0.0093073435
288,0.013968454
289,-0.0043645557
290,-0.006376801
291,0.00010400779
292,0.011414222
293,0.008762716
294,-0.011928768
295,-0.0037039004
296,0.0031972593
297,0.004740061
298,-0.003708676
299,0.0145084765
300,0.010477695
301,0.002228807
302,0.0033362983
303,0.00027200257
304,0.0009530554
305,0.00047214754
306,0.00069497805
307,-0.014461742
308,-0.0042582313
309,-0.0055361846
310,-0.018631928
311,-0.014201408
312,-0.0015129088
313,-0.004386613
314,-0.015565996
315,-0.003597249
316,-0.013387216
317,-0.005311514
318,0.0074613206
319,0.0081987325
320,-0.016896782
321,0.00849429
322,0.003083794
323,0.007101332
324,-0.009269977
325,-0.0048648724
326,0.009752397
327,-0.007386738
328,0.00037742034
329,-0.0036026111
330,0.015877618
331,0.0050635687
332,0.01754778
333,0.006486657
334,-0.0102718165
335,0.0067435107
336,0.002357285
337,0.0035642171
338,-0.012183639
339,-0.004487452
340,-0.001318931
341,0.0063033323
342,0.008861115
343,0.0011588858
344,0.008313276
345,0.0029552134
346,-0.0012885856
347,0.0037750176
348,0.003237338
349,0.0105906045
350,0.0109431315
351,0.0022268377
352,0.015285784
353,-0.0070052277
354,0.005031964
355,0.016485393
356,0.012414891
357,0.0050783153
358,-0.007214445
359,-0.0037924736
360,-0.0010653272
361,-0.002021012
362,0.003939194
363,0.00043472223
364,-0.0043186094
365,-0.004129196
366,0.0028716356
367,0.014585185
368,0.00046006934
369,-0.01879655
370,0.006314032
371,-0.0017859201
372,0.006718363
373,0.011769289
374,0.0013246709
375,0.0032136592
376,-0.0008177272
377,0.0040919306
378,0.018610522
379,-0.0033022682
380,-0.010403045
381,-0.0007915234
382,0.001433296
383,0.002301559
384,0.0122310845
385,0.0136387935
386,-0.004705911
