Sno,Weight
0,-0.004654463
1,0.013530842
2,-0.0033641201
3,-0.01717116
4,0.0041459003
5,0.016209664
6,0.006274021
7,0.014215502
8,-0.0047801477
9,-0.009931203
10,-0.010906675
11,-0.016761843
12,0.010677645
13,0.014199463
14,0.003239282
15,0.001316594
16,-0.0067756134
17,0.013159181
18,0.008434532
19,-0.004568698
20,0.016876344
21,-0.004117423
22,-0.0069719506
23,0.01817294
24,-0.0027485983
25,0.004734951
26,0.0029047772
27,-0.008299033
28,-0.000952828
29,0.0019688262
30,-0.0039636763
31,0.0026312352
32,0.007184073
33,0.0056852954
34,-0.0045116353
35,0.004257523
36,-0.0014786753
37,-0.0079309875
38,-0.0031354537
39,0.0054169204
40,-0.0031451245
41,0.002743787
42,-0.005633813
43,0.007705874
44,0.0031676148
45,-0.0030862154
46,-0.0017239
47,0.0021643385
48,-0.005977155
49,-0.012866332
50,-0.013077118
51,0.0017947603
52,-0.0024613163
53,-0.009533747
54,0.01009999
55,0.010311867
56,0.0024201719
57,-0.00012784943
58,-0.0014740716
59,-0.0037473363
60,-0.0061091976
61,-0.0071517783
62,-0.01051657
63,0.010023025
64,-0.019441022
65,-0.0018757269
66,0.010538448
67,0.013910299
68,-0.0015080546
69,0.009329592
70,0.0049552745
71,0.012279006
72,-0.0062111686
73,-0.018696386
74,0.0046818075
75,0.0030961002
76,0.011515204
77,0.010500725
78,-0.00074924144
79,0.0041406085
80,0.010385722
81,-0.0004894678
82,0.009045193
83,-0.009474616
84,0.0051671597
85,0.005339876
86,-0.009723487
87,0.009533052
88,0.000904216
89,-0.0009278025
90,-0.0014061034
91,-0.0016002161
92,0.001870678
93,-0.0064360457
94,0.004590987
95,-0.014425394
96,-0.0071206787
97,-0.0022453354
98,0.014337461
99,-0.011732137
100,0.0010005556
101,-0.009296191
102,-0.014941645
103,-0.0022435414
104,0.0049673133
105,0.002687176
106,0.01652172
107,-0.0025005958
108,0.01215553
109,-0.012318501
110,-0.008340532
111,-0.01360278
112,-0.010472941
113,0.0028255866
114,-0.008272391
115,-0.0070070177
116,0.01855586
117,0.0058088615
118,-0.01121967
119,-0.0037541671
120,0.02242436
121,-0.019805081
122,-0.014198114
123,0.0071083535
124,-0.008901372
125,-0.00054331514
126,0.008744925
127,0.008729253
128,0.006482589
129,0.004272862
130,-0.0049871015
131,-0.01146619
132,-0.010902122
133,-0.005104648
134,-0.0037521746
135,0.016252853
136,0.00031340765
137,-0.007608545
138,0.007086777
139,-0.0050404617
140,0.0031902003
141,-0.008048303
142,-0.0029560984
143,0.015414557
144,0.008017986
145,-0.011698962
146,-0.005311361
147,-0.011140695
148,0.010162605
149,0.0025993641
150,0.0073118764
151,0.010166462
152,0.0030138146
153,4.5006946e-05
154,-0.002354272
155,-0.012456655
156,-0.0112556955
157,-0.011658849
158,8.5843305e-05
159,-0.0041808784
160,-0.0089569315
161,-0.005441977
162,-0.004126187
163,-0.01021603
164,-0.0006141227
165,0.0035778645
166,0.00079735945
167,0.0074695526
168,-0.009677925
169,0.0067954753
170,0.0045575923
171,-0.0050724507
172,0.0057731345
173,-0.0047944584
174,-0.003934097
175,-0.0057242014
176,0.0009958453
177,-0.009259977
178,0.015746167
179,-0.014467739
180,-0.006000687
181,0.014176508
182,0.014260279
183,0.00627001
184,0.013612025
185,-0.008258244
186,-0.0054273657
187,0.00040301564
188,0.013060498
189,-0.0032598758
190,-0.0036313236
