Sno,Weight
0,0.00085903925
1,0.017997278
2,0.0025667553
3,0.0073103933
4,0.005660221
5,-0.012951942
6,0.0011229509
7,0.011119786
8,0.008108833
9,-0.0058363006
10,0.0045951973
11,0.0013837912
12,-0.0001797956
13,0.011750484
14,0.00024600123
15,0.00532263
16,-0.012637174
17,-0.008195237
18,-0.0077986834
19,0.0047804844
20,0.00085858343
21,0.021816574
22,0.0191469
23,0.019678108
24,-0.017121434
25,0.01446519
26,-0.0060467743
27,0.0008458111
28,0.012760136
29,0.0117162755
30,0.016433112
31,0.0071861935
32,0.005323373
33,0.0049083903
34,0.007201647
35,-0.0055623604
36,-0.0064081578
37,0.015275113
38,0.0073255072
39,0.018036442
40,-0.010932101
41,0.015454303
42,-0.007943835
43,0.0048694466
44,-0.0021315448
45,0.012852519
46,0.0022130187
47,0.009842882
48,-0.016531589
49,-0.0068962597
50,0.011651885
51,0.0103905145
52,0.0053917775
53,-0.007432161
54,0.0070882468
55,-0.001110197
56,0.00117939
57,-0.0034178216
58,0.0002516221
59,0.0042284555
60,0.011215089
61,0.0051815384
62,0.0042419536
63,0.0031698793
64,0.008337663
65,-0.0031864478
66,0.0033117754
67,-0.0019864147
68,0.0018947152
69,-0.011200458
70,0.012142456
71,0.007864214
72,-0.0069142007
73,0.013290859
74,0.00012294119
75,-0.0041902573
76,0.0032249873
77,-0.0047099516
78,0.022909189
79,0.00883022
80,-0.003722028
81,-0.0034719591
82,0.0053093643
83,-0.016508618
84,-0.001160272
85,-0.0040423125
86,-0.005813615
87,-0.0012323818
88,-0.006543789
89,0.007915287
90,-0.008448476
91,-0.006781254
92,-0.004586446
93,-0.017524982
94,-0.0044602933
95,0.013740557
96,-0.0015193046
97,0.0043466645
98,0.0073002246
99,0.009749568
100,-0.014267956
101,0.011626907
102,-0.014327142
103,-0.009590587
104,0.009190231
105,0.012792818
106,6.4670574e-05
107,0.0007291124
108,0.0074916272
109,0.013981727
110,-0.0011424377
111,-0.0027439378
112,-0.01677067
113,0.009188797
114,0.00889895
115,0.00015208039
116,-0.0045493366
117,0.0036138063
118,-0.003326884
119,0.0148457615
120,-0.0055863485
121,0.014737195
122,0.013917928
123,0.019199433
124,0.00883099
125,-0.002904642
126,-0.00079660316
127,-0.0070604216
128,-0.0030106222
129,-0.005632974
130,0.017482774
131,0.01195282
132,-0.0006688171
133,0.00055176485
134,0.000962916
135,0.006955454
136,0.017213821
137,0.007140625
138,0.0013211793
139,-0.006981672
140,0.0046203276
141,-0.007101883
142,-0.003046913
143,0.009039163
144,-0.010966081
145,0.01816475
146,0.0023468928
147,-0.0026476195
148,-0.0073238835
149,0.008957734
150,-0.0065698153
151,-0.0070333686
152,-0.015477803
153,-0.016822308
154,0.010191337
155,-0.00040389522
156,-0.008239302
157,-0.010275424
158,-0.003097372
159,0.0064347014
160,-0.015345737
161,0.006246428
162,0.0065866644
163,-0.004189066
164,-0.0057527744
165,0.01193421
166,0.0034670937
167,0.013498733
168,0.006732979
169,-0.0050713844
170,0.004156088
171,-0.0013029929
172,0.002563815
173,-0.010292465
174,0.018729499
175,-0.003980505
176,0.010389127
177,0.0035609165
178,-0.01679605
179,-0.0010971287
180,0.0074653723
181,0.00980988
182,0.0030653137
183,0.002194152
184,-0.0022792728
185,-9.248906e-07
186,-0.018086795
187,0.0017055129
188,-0.017210212
189,-0.004120795
190,0.0031377971
191,-0.005812667
192,0.012098249
193,0.0034590089
194,-0.0046978584
195,0.011270158
196,0.001493875
197,0.0058702407
198,0.011369252
199,-0.0081866775
200,0.018320594
201,-0.011490803
202,0.012381427
203,0.006009587
204,-0.001267088
205,-0.00014476085
206,-0.004929426
207,0.00073843997
208,-0.00793243
209,0.012613864
210,-0.0072204606
211,-0.014286675
212,-0.009104323
213,0.0012340915
214,-0.0026007874
215,-0.008299753
216,0.0011445417
217,-0.0020545048
218,0.0084251
219,-0.0016068108
220,0.017105695
221,-0.003991418
222,0.014452007
223,-0.00013427623
224,-0.005029132
225,-0.011537754
226,0.0082147345
227,0.017771466
228,-0.0056962147
229,-0.012118763
230,-0.0049286345
231,-0.014541678
232,-0.002473472
233,0.01021352
234,-0.005918842
235,0.008093568
236,0.017828984
237,-0.0053360756
238,-5.4234468e-05
239,-0.0019623651
240,-0.0043148603
241,0.0010495541
242,0.026674774
243,0.022106452
244,0.004895829
245,-0.01457844
246,0.0017578005
247,-0.004916698
248,0.0021352451
249,0.0070481393
250,0.011668327
251,0.002716961
252,-0.0056237364
253,0.0006456004
254,-0.00150095
255,0.008928892
256,0.0052080196
257,0.010860267
258,0.012018602
259,0.0066202977
260,-0.0022574249
261,0.0014404862
262,0.011973127
263,-0.004743859
264,-0.0043337652
265,-0.0071146083
266,0.0016526533
267,0.0051300866
268,-0.009422653
269,-0.01511661
270,0.0035613435
271,-0.004239192
272,0.003168759
273,0.00037514503
274,0.019294243
275,-0.010657465
276,-0.00806743
277,-0.001334182
278,-0.00063361146
279,-0.0043976693
280,-0.0015793832
281,-0.0033043823
282,0.0072130947
283,-0.0023790433
284,0.0021299145
285,0.004340422
286,0.008795404
287,0.00022949168
288,-0.0067209695
289,0.0029881247
290,-0.0017683242
291,0.003278036
292,-0.002829524
293,-0.012450044
294,-0.0016278053
295,0.0010064214
296,-0.0019218244
297,0.00850633
298,-0.004651962
299,0.005618626
300,0.018470775
301,-0.0032106119
302,0.007923252
303,0.010385303
304,0.014197802
305,-0.0041555823
306,-0.004281604
307,-0.009465023
308,0.0073570525
309,0.007187778
310,0.015226378
311,0.007719783
312,-0.014147614
313,-0.0041954014
314,0.019851863
315,0.0051155128
316,-0.006059247
317,-0.0026656387
318,0.00059581525
319,0.0016267515
320,0.0155408885
321,-0.0040097223
322,0.002270749
323,-0.016172966
324,0.0023430034
325,0.019957758
326,0.0063984804
327,0.011948608
328,-0.002848859
329,0.00048035977
330,0.009460758
331,0.010151539
