Sno,Weight
0,0.014212402
1,-0.0094494885
2,0.011172613
3,-0.017391862
4,0.011976244
5,-0.008323928
6,0.011703533
7,-0.014054894
8,-0.00094909396
9,0.006375885
10,-0.006262771
11,-0.012434191
12,-0.011074283
13,-0.016372634
14,-0.0071737287
15,0.0054594018
16,-0.004164613
17,-0.0054189605
18,0.007810159
19,0.016627528
20,0.008159182
21,-0.0018283349
22,0.00254317
23,0.0028544634
24,0.01459386
25,0.0035451706
26,-0.009413675
27,0.0112921735
28,0.007946864
29,-0.011476248
30,0.009824401
31,0.006080991
32,0.00077819324
33,-0.0037167685
34,0.0069107716
35,-0.009212033
36,0.007879579
37,-0.002858593
38,-0.00016085521
39,-0.0031651738
40,-0.005661142
41,0.007961774
42,-0.005566651
43,-0.000598337
44,-0.009950359
45,0.012478743
46,-0.01638456
47,0.0066198753
48,0.005042545
49,-0.007613985
50,-0.006651623
51,-0.016073886
52,-0.0026945623
53,0.009523791
54,-0.008361748
55,0.006597298
56,-0.009245464
57,0.0029156078
58,0.020159632
59,-0.004905461
60,-0.0014427211
61,0.014182415
62,-0.0108881425
63,-0.0012059738
64,-0.009252093
65,0.008813305
66,0.009430578
67,-0.0029033602
68,-0.012754831
69,-0.0030673128
70,-6.2872656e-05
71,-0.010737408
72,-0.0047935294
73,0.003277079
74,-0.017010195
75,0.005326543
76,0.0048801857
77,0.014074861
78,-0.018732106
79,0.0028728822
80,-0.014972046
81,-0.008799995
82,-0.008190986
83,-0.0010795
84,0.015945066
85,-0.0035166661
86,-0.014593234
87,0.004571152
88,0.0118315695
89,-0.0122477375
90,0.0011876714
91,-0.0011552838
92,-0.01788461
93,-0.011050803
94,0.012929501
95,0.004290487
96,0.005531845
97,-0.010783672
98,0.00018321506
99,0.0031787942
100,0.004879462
101,0.008066397
102,0.013409459
103,-0.0030732031
104,0.006589617
105,0.0048887637
106,-0.018762676
107,-0.00620737
108,0.018337889
109,-0.0111251995
110,-0.0038625586
111,0.0045357132
112,-0.0016647374
113,-0.0068376823
114,0.0021113737
115,-0.0075357985
116,-0.015773194
117,0.012234428
118,0.009653999
119,0.00065256946
120,0.013330411
121,0.0032871133
122,0.004312933
123,-0.00033107147
124,0.0040018754
125,-0.019906862
126,-0.009428652
127,-0.007526086
128,0.0054663206
129,0.002723446
130,-6.175338e-06
131,0.0007409115
132,-0.0056180027
133,-0.014120521
134,0.003485869
135,0.00464645
136,0.0028233007
137,-0.0024173644
138,0.007995019
139,0.006276913
140,0.0130869895
141,0.0029157358
142,-0.00096559443
143,-8.861955e-05
144,-0.011192049
145,0.0027929088
146,-0.0017766061
147,0.017612167
148,-0.0072088856
149,0.0006773136
150,0.008982972
151,-0.0065930923
152,0.01297478
153,0.0033138439
154,0.011178766
155,-0.008395267
156,0.00013176912
157,0.007974186
158,-0.010991138
159,0.013716739
160,0.009720452
161,0.008887328
162,-0.0047001243
163,-0.0036763565
164,-0.0036028654
165,0.00077046873
166,0.0071146097
167,0.011975953
168,0.0065830755
169,0.0041160625
170,0.017135935
171,-0.0072032134
172,0.0014697509
173,0.0037519222
174,-0.009084677
175,-0.012595603
176,0.008184373
177,0.01335272
178,-0.015290124
179,0.0017468524
180,0.0025469367
181,0.003985551
182,-0.0050542047
183,0.004055143
184,0.008205671
185,0.019506678
186,-0.012260495
187,0.0071551604
188,-0.007725532
189,-0.007859379
190,-0.008358139
191,0.0073575564
192,0.00064279017
193,0.006137284
194,-0.016151613
195,-0.008987542
196,-0.012256764
197,-0.004439421
198,0.009532238
199,0.014303443
200,0.009466469
201,0.007868067
202,0.0051988196
203,0.009834209
204,0.011699795
205,0.007430927
206,-0.013515335
207,0.012687836
208,0.0036460327
209,-0.00015389713
210,0.003505774
211,-0.0025919199
212,0.009277327
213,-0.0033591357
214,-0.011884799
215,-0.014262367
216,-0.008538356
217,-0.010714899
218,-0.003292641
219,-0.004901589
220,-0.011827908
221,-0.0065427762
222,0.010729468
223,-0.006722988
224,0.0064739953
225,-0.0027421152
226,-0.007030078
227,0.0012802985
228,0.008797948
229,0.0180651
230,0.009867524
231,0.013180043
232,-0.0043739947
233,0.012372981
234,-0.0015066636
235,0.0014246261
236,-0.009657209
237,0.0051144743
238,0.007504287
239,0.011077266
240,-0.0023406434
241,-0.0063391128
242,-0.0018585557
243,0.0135755455
244,-0.01478337
245,-0.01266045
246,0.0056550843
247,0.007921238
248,-0.009703176
249,0.007415217
250,-0.00082726777
251,0.018926613
252,0.0083677545
253,-0.0035000558
254,-0.0025990824
255,-0.011287072
256,-0.010603807
257,0.010985647
258,-0.0050861854
259,0.003948672
260,-0.0070709465
261,0.003935552
262,-0.0026295665
263,-0.0041521015
264,-0.007646338
265,0.0055556484
266,0.011558581
267,0.0029762336
268,0.008934976
269,0.0018691111
270,0.009396245
271,-0.010953602
272,0.01268403
273,0.01051384
274,-0.012078195
275,0.010781236
276,0.011223533
277,0.009703035
278,0.0037823347
279,0.0073760306
280,0.0012263183
281,-0.0019077833
282,0.0038412416
283,0.0099040205
284,0.015106926
285,0.009222776
286,0.005294244
287,0.009908892
288,0.00094634324
289,0.0059774052
290,-0.0044692894
291,0.0048738457
292,-0.007830531
293,0.0036694808
294,-0.01613599
295,0.009606734
296,0.008985387
297,-0.0068862145
298,0.012614596
299,-0.014782099
300,0.0070429314
301,0.015170499
302,-0.01747098
303,-0.012522887
304,-0.014115279
305,0.010331654
306,0.005879481
307,0.005399561
308,-0.018613448
309,-0.0051067774
310,0.010949214
311,0.0045759273
312,0.0061616823
313,-0.0010845404
314,0.004279897
315,0.00033517295
316,0.003776296
317,0.0012224641
318,0.012369042
319,0.012722528
320,-0.00067134283
321,0.011026015
322,-0.015025838
323,0.0064109005
324,0.006376626
325,-0.008640498
326,0.0065298574
327,-0.001596499
328,0.016352575
329,-0.014838569
330,-0.010226197
331,0.0032918812
332,0.0026958347
333,0.00045514695
334,-0.0054081692
335,-0.011138616
336,0.0026972354
337,0.010021269
338,-0.002169993
339,-0.01828181
340,0.0011803688
341,-0.010472506
342,-0.0136079965
343,-0.0045496235
344,0.0061696395
345,9.518128e-05
346,0.009355052
347,-0.015781593
348,0.002184613
349,0.0030993856
350,0.009632937
351,0.01014837
352,-0.010804566
353,-0.0132439835
354,0.0033553382
355,-8.9783825e-05
356,0.014790935
357,-0.006182625
358,0.0050451704
359,-0.0027312194
360,-0.013842714
361,-0.009936918
362,-0.002810948
363,-0.011239585
364,-0.015784055
365,-0.0052923025
366,0.009211072
367,0.006393488
368,-0.00081580505
369,0.009222568
370,0.014263783
371,-0.0024817733
372,0.0014755139
373,-0.0026005695
374,0.0009457782
375,0.005858201
376,-0.006222941
377,0.0033965793
378,-0.0054919217
379,0.013967277
380,0.0008787982
381,-0.00084747595
382,-0.0061480054
383,0.006374751
384,-0.0073906537
385,-0.004845385
386,-0.010170616
387,0.005006672
388,0.0019748688
389,-0.0007098487
390,-0.013913011
391,0.0066470914
392,0.004807268
393,0.011156756
394,-0.0061370153
395,-0.010239871
396,-0.008858419
397,-0.009477123
398,-0.008708194
399,0.0017144118
400,-0.004662856
401,-0.0011372028
402,0.00454207
403,0.002382603
404,0.013580655
405,-0.014794499
406,-0.002671031
407,-0.0035737162
408,0.017017124
409,-0.0017813811
410,0.0064302767
411,-0.007506714
412,0.012427528
413,-0.0018280693
414,-0.00426459
415,-0.007648437
416,-0.0035741383
417,0.0014165896
418,0.0075015654
419,-0.0055174828
420,-0.007977363
421,0.0064089946
422,-0.0006614336
423,-0.0015169213
424,-0.003752626
425,0.008633157
426,-0.0023310406
427,0.0027737615
428,0.01640473
429,-0.0043494804
430,0.010866343
431,0.0002959787
432,-0.012322459
433,0.00033715816
434,0.00097478
435,0.0071919584
436,-0.005571203
437,0.0009692153
438,-0.002573494
439,0.012971665
440,0.0002784062
441,0.0059792562
442,0.018325422
443,0.012994984
444,0.009672669
445,0.0030876487
446,-0.013805961
447,-6.2644745e-06
448,-0.012207281
449,-0.00399127
